Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;7;1;9500;1;3;1;1;19;3;4;2;1;1;0;0;1;0;0;29;0;0;8;8;6;12.25;1;0;8;8;6;12.25;1;2;3;1;Dropout
1;1;2;9254;1;1;0;1;1;19;5;7;0;1;0;0;1;0;1;20;0;0;6;6;6;13.833333333333334;0;0;6;6;6;15.0;0;1;1;3;Graduate
1;17;4;9670;1;1;1;1;38;19;9;6;1;1;0;0;1;0;1;18;0;0;6;6;6;14.0;0;0;6;9;5;13.8;0;0;2;3;Graduate
1;18;4;9254;1;1;0;1;19;37;7;7;0;1;0;0;1;1;1;21;0;0;6;8;4;10.5;0;0;6;11;1;11.0;0;0;0;0;Dropout
1;39;1;8014;0;1;2;1;37;37;9;7;1;1;0;1;0;1;0;29;0;0;6;11;4;12.5;0;0;6;7;0;0.0;0;2;1;3;Dropout
1;15;1;33;1;1;2;41;2;3;2;4;0;0;0;0;1;1;0;20;1;0;7;10;7;12.857142857142858;0;0;7;7;4;12.75;0;0;2;3;Enrolled
1;17;1;9130;1;1;2;1;2;19;2;6;1;1;0;0;1;0;1;18;0;0;6;7;6;12.833333333333334;1;0;6;8;6;13.0;0;0;2;3;Enrolled
1;17;2;9853;1;1;2;1;37;37;5;0;1;0;0;0;1;0;0;18;0;0;6;11;3;12.333333333333334;0;0;6;11;4;13.5;0;0;3;2;Dropout
1;17;1;9670;1;1;1;1;19;1;5;4;1;0;0;1;1;1;0;18;0;0;6;6;3;12.666666666666666;0;0;6;11;4;11.142857142857142;0;1;2;2;Dropout
1;44;1;9070;1;39;1;1;1;1;4;10;2;1;0;0;1;0;0;19;0;2;7;11;6;12.0;0;5;9;9;8;12.75;0;3;1;1;Graduate
1;1;1;9238;1;1;2;1;19;37;4;7;2;1;0;0;1;0;1;18;0;0;6;6;6;13.666666666666666;0;0;6;6;6;13.0;0;1;2;2;Graduate
1;1;1;9130;1;1;2;1;19;37;9;8;2;1;0;0;1;1;0;18;0;0;5;5;5;15.4;0;0;5;5;5;15.6;0;2;3;1;Dropout
1;17;3;9085;1;1;1;1;37;38;9;9;1;0;0;0;1;0;0;20;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;1;1;3;Dropout
1;1;2;9670;1;1;1;1;26;30;0;5;2;1;0;1;1;0;0;19;0;0;5;8;4;12.25;0;0;5;7;4;12.75;2;0;3;2;Graduate
4;39;1;9130;1;1;2;1;3;1;5;5;0;1;0;0;1;0;1;30;0;0;6;7;0;0.0;0;0;6;16;1;10.0;0;1;1;3;Dropout
1;17;1;171;1;1;2;41;1;1;5;7;2;1;0;0;1;0;1;18;1;0;0;0;0;0.0;0;0;0;0;0;0.0;0;2;3;1;Dropout
1;7;1;8014;0;4;1;1;2;3;2;2;1;0;0;0;1;0;0;18;0;10;16;24;13;13.846153846153848;0;7;11;15;9;12.555555555555555;0;3;3;0;Dropout
1;1;1;9238;1;1;2;1;1;19;4;7;1;1;0;1;0;0;0;18;0;0;6;9;5;11.4;0;0;6;14;2;13.5;0;0;2;3;Dropout
1;1;2;9500;1;1;2;1;38;37;9;7;1;1;0;0;1;0;1;19;0;0;7;7;6;12.9;0;0;7;7;6;12.9;0;0;3;2;Graduate
4;7;1;9500;1;40;1;1;19;19;4;6;2;0;0;0;0;0;0;42;0;2;7;10;5;12.62;0;3;7;11;3;14.166666666666666;0;2;1;3;Dropout
1;44;1;9003;1;1;1;1;3;2;2;6;1;1;0;0;1;1;0;21;0;4;9;14;7;11.285714285714286;2;2;8;15;4;12.25;0;2;3;1;Enrolled
1;17;2;9500;1;1;2;1;19;37;4;7;1;1;0;0;1;0;1;19;0;0;7;9;6;12.339999999999998;0;0;8;9;8;13.01875;0;1;1;3;Graduate
1;1;1;9070;1;1;2;1;3;3;1;2;2;1;0;0;1;0;0;18;0;0;6;6;6;13.666666666666666;0;0;6;6;5;14.0;0;2;3;1;Graduate
1;53;1;9147;1;42;1;1;1;19;143;172;2;1;0;0;1;0;0;21;0;6;11;17;11;11.545454545454543;0;3;9;13;8;12.88888888888889;0;0;2;3;Graduate
2;43;1;9991;0;1;2;1;37;37;9;9;2;1;0;0;1;1;0;30;0;6;10;14;9;12.333333333333334;0;7;10;12;8;12.0;0;0;0;0;Graduate
1;39;1;9254;1;1;2;1;19;37;7;10;0;0;0;0;1;1;0;26;0;0;6;7;6;12.0;0;0;6;8;5;10.8;0;2;3;1;Enrolled
1;7;1;9500;1;3;1;1;1;1;7;10;1;1;0;0;0;1;0;23;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;2;3;1;Dropout
1;17;2;9500;1;1;1;1;3;3;1;10;1;1;0;0;1;1;0;19;0;0;7;9;6;12.933333333333332;0;0;7;7;6;13.716666666666669;0;3;1;1;Enrolled
1;17;3;9853;1;1;1;1;34;34;0;0;2;1;0;0;1;0;0;21;0;0;6;8;5;11.8;0;0;6;8;4;10.5;0;0;3;2;Dropout
1;1;3;9773;1;1;2;11;19;19;4;9;2;1;0;0;1;1;1;18;1;0;6;7;6;13.5;0;0;6;7;6;13.0;0;3;1;1;Graduate
2;43;2;9853;1;1;1;1;38;31;4;1;1;0;0;0;1;0;0;31;0;3;7;8;6;13.666666666666666;0;1;6;8;5;13.5;0;0;0;0;Dropout
2;39;1;9991;0;1;2;1;1;1;194;131;2;0;0;0;1;0;0;34;0;0;5;12;5;10.4;0;0;5;11;5;12.0;0;2;1;3;Graduate
1;44;1;9085;1;39;2;1;38;37;9;4;2;1;0;0;1;1;1;22;0;0;6;9;6;13.428571428571429;0;1;6;12;6;13.625;0;2;1;3;Graduate
1;15;1;9238;1;1;2;26;19;19;9;6;2;0;0;0;1;1;0;21;1;0;6;7;6;12.333333333333334;0;0;6;7;6;13.428571428571429;0;1;1;3;Graduate
1;17;4;9670;1;1;2;1;38;38;9;7;2;1;0;0;1;0;0;18;0;0;6;10;6;12.25;0;0;6;9;6;13.714285714285714;0;1;1;3;Graduate
1;44;1;9991;0;39;1;1;37;37;7;7;1;1;0;0;1;0;1;23;0;2;6;8;5;11.8;0;2;6;8;6;12.333333333333334;0;0;0;0;Graduate
1;39;1;9991;0;1;0;1;37;38;9;4;2;0;0;0;1;1;0;39;0;0;5;7;4;12.25;0;0;5;7;4;12.75;0;3;3;0;Enrolled
1;17;1;9130;1;1;1;1;19;19;4;4;1;1;0;0;1;0;0;19;0;0;6;8;6;11.333333333333334;0;0;6;12;4;13.75;0;0;2;3;Dropout
1;43;1;8014;0;12;2;1;37;1;9;10;1;0;0;0;1;1;0;50;0;6;13;13;6;11.333333333333334;0;2;11;11;2;13.5;0;3;1;1;Dropout
1;1;1;9119;1;1;3;1;19;19;4;4;3;0;0;0;1;1;1;18;0;0;5;6;5;17.333333333333332;0;0;5;8;5;18.571428571428573;0;2;1;3;Graduate
1;17;2;9070;1;1;2;1;3;1;2;4;2;1;0;0;1;1;0;18;0;0;6;6;6;13.0;0;0;6;8;1;10.0;0;1;2;2;Enrolled
1;17;6;9500;1;1;1;1;19;37;3;9;1;1;0;0;1;0;1;19;0;0;7;7;7;13.371428571428572;0;0;8;9;8;13.666666666666666;0;3;1;1;Graduate
1;16;1;9085;1;1;2;1;3;3;2;1;2;1;0;0;1;0;0;19;0;0;6;7;6;15.714285714285714;0;0;6;6;6;14.666666666666666;0;3;0;2;Dropout
1;1;1;9500;1;1;1;1;1;1;9;9;1;0;0;0;1;1;0;20;0;0;8;8;7;15.028571428571428;0;0;8;8;7;15.028571428571428;0;2;3;1;Graduate
1;1;3;9238;1;1;1;1;19;1;9;10;1;1;0;0;1;0;0;20;0;0;6;10;4;11.0;0;0;6;9;6;11.833333333333334;0;0;0;0;Graduate
1;1;1;9003;1;1;2;1;1;19;194;194;2;0;0;1;1;1;0;18;0;0;6;6;5;15.0;0;0;6;8;4;14.5;0;0;2;3;Graduate
1;43;1;9085;1;39;2;1;38;37;6;6;2;1;0;0;1;0;1;21;0;2;7;15;3;13.0;2;1;5;12;5;13.285714285714286;1;1;2;2;Graduate
1;1;2;9773;1;1;2;1;1;1;3;3;2;1;0;0;1;0;0;18;0;0;6;6;6;14.833333333333334;0;0;6;6;6;15.333333333333334;0;2;3;1;Graduate
1;7;2;9500;1;3;2;1;37;38;9;9;2;0;0;0;1;1;0;28;0;0;7;7;7;14.114285714285714;0;0;8;9;8;15.91111111111111;0;3;1;1;Dropout
1;17;1;9500;1;1;2;1;38;1;5;4;2;0;0;0;1;0;1;18;0;0;7;7;7;13.464285714285714;0;0;8;9;8;14.788888888888888;0;2;1;3;Graduate
2;7;1;9991;0;3;2;1;34;34;99;99;2;1;0;0;0;1;0;33;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;0;3;2;Dropout
1;1;1;171;1;1;2;1;19;38;9;1;2;1;0;0;1;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;Graduate
1;1;2;9085;1;1;1;1;38;37;5;7;1;1;0;0;1;0;0;18;0;0;5;9;4;13.0;0;0;5;8;5;13.142857142857142;0;1;2;2;Graduate
1;1;1;9500;1;1;1;1;4;4;2;1;1;0;0;0;1;0;0;19;0;0;7;7;6;14.15;0;0;7;7;6;14.15;0;0;3;2;Graduate
1;44;1;9003;1;39;1;1;3;1;4;6;2;0;0;0;1;1;0;19;0;0;6;8;5;11.5;0;0;6;11;6;11.333333333333334;0;2;1;3;Enrolled
1;39;1;9003;1;1;2;1;1;37;4;7;0;0;0;0;1;1;0;31;0;0;6;15;3;14.4;0;0;6;20;0;0.0;0;3;1;1;Dropout
1;1;2;8014;0;1;0;1;3;1;3;9;0;0;0;0;1;0;0;20;0;0;6;10;5;12.0;0;0;6;9;4;11.25;0;0;0;0;Enrolled
1;51;1;9773;1;1;2;1;1;42;5;3;0;1;0;0;1;1;0;23;0;0;6;7;6;13.333333333333334;0;0;6;6;4;12.75;0;1;1;3;Graduate
1;17;1;8014;0;1;1;1;19;37;4;7;1;0;0;0;1;0;0;24;0;0;6;12;1;12.0;0;0;6;12;0;0.0;0;1;2;2;Dropout
1;1;1;9670;1;1;2;1;38;19;5;6;2;0;0;1;1;1;0;22;0;0;6;8;6;12.625;0;0;6;11;2;14.5;0;1;1;3;Enrolled
1;1;2;9500;1;1;0;1;1;37;4;9;0;1;0;0;1;0;1;19;0;0;7;8;6;13.533333333333331;0;0;8;9;7;13.614285714285714;0;2;1;3;Graduate
1;17;2;9773;1;1;2;1;19;19;9;9;2;0;0;0;1;0;1;18;0;0;6;7;6;13.428571428571429;0;0;6;6;6;12.5;0;3;0;2;Graduate
1;39;2;9670;1;1;2;1;34;34;0;0;0;1;0;0;1;0;0;28;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;0;3;2;Dropout
1;43;1;9147;1;1;2;1;37;37;6;6;1;0;0;0;1;0;0;55;0;0;5;10;1;10.0;0;0;5;8;2;12.0;2;3;1;1;Dropout
1;7;1;9853;1;3;2;1;34;34;0;0;2;1;0;0;0;0;0;24;0;0;6;12;0;0.0;0;0;5;10;0;0.0;0;0;0;0;Dropout
1;1;2;9500;1;1;2;1;3;3;2;2;1;1;0;0;0;0;0;19;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;2;3;1;Dropout
2;1;1;9991;0;1;2;1;37;37;9;9;2;0;0;0;0;0;0;29;0;0;5;6;4;12.25;0;0;5;6;5;10.166666666666666;0;1;2;2;Dropout
1;39;1;9003;1;1;0;1;37;37;9;10;0;1;0;0;0;1;0;43;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;3;3;0;Dropout
1;17;1;9070;1;1;1;1;19;19;7;7;1;0;0;0;1;1;0;18;0;0;6;7;6;12.333333333333334;0;0;6;10;5;10.8;4;3;1;1;Enrolled
1;18;1;9670;1;1;1;1;19;3;9;7;1;1;0;0;1;0;0;19;0;0;6;8;6;14.125;0;0;6;10;5;14.5;0;1;1;3;Graduate
1;17;4;9147;1;1;2;1;1;1;4;5;2;1;0;0;1;0;0;19;0;0;5;6;5;12.4;0;0;5;5;5;12.8;0;0;3;2;Graduate
1;1;1;9238;1;1;2;1;38;37;9;9;2;0;0;0;1;0;1;22;0;0;6;6;5;12.6;0;0;6;6;6;13.0;0;1;2;2;Graduate
1;17;1;9254;1;1;1;1;38;37;4;9;2;1;0;0;0;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;2;3;1;Dropout
1;1;3;9500;1;1;1;1;1;1;7;7;1;1;0;0;1;0;1;19;0;0;7;10;5;13.04;0;0;7;7;7;12.5;0;2;1;3;Enrolled
1;17;5;9147;1;1;1;1;19;38;3;10;1;1;0;0;1;0;0;19;0;0;5;8;5;12.6;0;0;5;9;4;11.6;0;0;2;3;Graduate
1;1;1;9238;1;1;1;1;1;1;3;3;1;1;0;0;1;0;0;18;0;0;6;10;6;11.571428571428571;0;0;6;8;6;12.333333333333334;0;2;1;3;Graduate
1;1;1;9070;1;1;2;1;19;19;5;5;2;0;0;0;1;1;1;22;0;1;6;6;6;12.666666666666666;0;1;6;6;5;12.4;0;2;1;3;Graduate
2;39;1;8014;0;19;0;1;1;19;1;5;2;0;0;1;1;0;1;33;0;0;6;9;5;13.833333333333334;0;0;6;7;6;12.5;0;0;0;0;Graduate
1;1;5;9147;1;1;1;1;19;19;9;9;1;1;0;0;1;1;0;20;0;0;5;9;3;10.333333333333334;0;0;5;6;5;12.8;0;2;1;3;Graduate
1;1;1;9773;1;1;2;1;1;1;141;175;2;0;0;1;1;0;1;18;0;0;6;6;6;14.833333333333334;0;0;6;6;6;14.833333333333334;0;0;2;3;Graduate
1;1;1;9070;1;1;2;1;1;38;4;5;2;0;0;1;1;0;0;19;0;0;6;6;6;13.833333333333334;0;0;6;8;6;13.875;0;1;2;2;Graduate
1;1;1;9500;1;1;2;1;1;19;9;6;1;1;0;0;1;0;1;20;0;0;7;8;6;12.396666666666668;0;0;8;9;7;12.94285714285714;0;1;1;3;Graduate
2;1;1;9500;1;1;2;1;37;38;9;7;2;0;0;1;1;0;1;18;0;0;7;7;6;14.2;0;0;7;7;6;14.2;0;0;3;2;Graduate
1;1;1;9500;1;1;1;1;3;1;2;1;2;0;0;0;1;0;1;19;0;0;7;8;7;14.4125;0;0;8;8;8;16.05;0;3;0;2;Graduate
1;1;1;171;1;1;2;1;1;37;7;7;1;0;0;0;1;1;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;1;1;3;Dropout
1;42;1;9070;1;1;0;1;3;2;2;2;1;0;0;0;1;0;0;29;0;9;10;15;9;11.555555555555555;0;7;11;17;10;11.9;0;0;0;0;Enrolled
1;15;1;9085;1;1;2;41;37;37;9;9;0;0;0;0;1;0;0;18;1;0;6;13;4;12.25;0;0;6;15;5;11.0;0;1;1;3;Dropout
1;16;2;9238;1;1;1;1;19;37;9;7;2;1;0;0;1;0;1;19;0;0;6;8;4;11.25;0;0;6;6;6;12.0;0;1;2;2;Graduate
1;43;1;9130;1;1;1;6;1;3;9;2;1;0;0;1;1;0;0;21;1;2;5;9;5;13.2;2;0;5;7;2;12.5;2;1;2;2;Enrolled
1;1;1;9238;1;1;1;1;1;19;4;3;2;1;0;0;1;1;0;22;0;0;6;6;6;12.666666666666666;0;0;6;6;6;13.833333333333334;0;1;2;2;Dropout
1;1;1;9070;1;1;1;1;37;37;9;9;1;1;0;0;1;1;0;19;0;0;6;6;6;13.5;0;0;6;6;6;13.166666666666666;0;0;0;0;Graduate
1;17;4;9500;1;1;2;1;19;37;5;8;2;1;0;0;1;0;0;18;0;0;7;7;6;13.983333333333334;0;0;7;7;6;13.983333333333334;0;0;3;2;Graduate
1;39;1;8014;0;1;2;1;37;37;9;9;1;0;0;0;1;0;1;30;0;0;7;7;6;14.666666666666666;1;0;6;7;6;14.333333333333334;0;1;2;2;Graduate
1;18;1;9147;1;1;2;1;19;1;9;7;2;1;0;0;1;1;0;20;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;2;1;3;Dropout
1;39;1;9670;1;1;2;1;37;37;6;6;1;0;0;0;1;0;0;28;0;0;6;8;1;10.0;0;0;6;9;0;0.0;0;1;2;2;Dropout
1;17;1;9085;1;1;2;1;1;19;4;9;2;1;0;0;1;0;0;18;0;0;5;7;5;13.8;0;0;5;5;5;12.6;0;1;2;2;Graduate
1;18;2;9147;1;1;0;1;37;38;191;143;0;1;0;0;1;0;1;20;0;0;5;6;5;11.8;0;0;5;6;5;11.6;0;0;2;3;Graduate
1;1;6;9500;1;1;2;1;19;37;9;9;2;1;0;0;1;0;1;19;0;0;8;8;7;14.06;0;0;8;8;7;14.06;0;1;2;2;Enrolled
1;1;1;9119;1;1;2;1;38;38;9;9;1;1;0;0;1;1;0;18;0;0;5;10;0;0.0;0;0;5;11;1;12.0;3;0;3;2;Dropout
1;1;1;9670;1;1;0;1;38;38;9;10;0;0;0;0;1;0;0;20;0;0;6;8;6;12.5;0;0;6;10;5;14.166666666666666;0;1;1;3;Graduate
5;1;3;9085;1;1;2;1;19;19;4;7;1;1;0;0;1;0;0;21;0;0;5;13;5;12.2;2;0;5;10;3;11.333333333333334;1;0;0;0;Enrolled
1;17;2;9853;1;1;1;1;1;19;9;9;1;1;0;0;1;1;1;20;0;0;6;6;6;12.0;0;0;6;7;6;12.5;0;0;3;2;Enrolled
1;43;1;9130;1;1;1;1;1;19;9;9;1;1;0;0;1;0;0;21;0;0;6;14;5;11.5;1;0;6;13;5;11.0;1;3;3;0;Dropout
1;18;2;9147;1;1;1;1;1;37;5;5;0;1;0;0;1;0;0;21;0;0;5;8;3;12.0;1;0;5;9;3;12.666666666666666;0;0;0;0;Enrolled
1;43;4;8014;0;1;1;1;34;34;0;0;1;0;0;0;1;1;0;21;0;9;11;11;11;12.454545454545457;0;3;11;17;8;12.75;0;0;0;0;Graduate
1;17;1;9670;1;1;2;1;3;3;2;1;2;1;0;0;1;0;0;20;0;0;6;7;6;15.571428571428571;0;0;6;6;6;17.166666666666668;0;3;1;1;Graduate
1;18;1;9773;1;1;3;1;38;38;6;7;2;1;0;0;1;1;1;18;0;0;6;6;1;11.0;0;0;6;0;0;0.0;0;0;2;3;Dropout
1;44;1;9085;1;39;2;1;38;38;4;1;2;1;0;0;1;1;0;20;0;1;6;11;6;13.8;0;1;6;7;6;13.142857142857142;0;3;1;1;Graduate
1;39;1;9556;1;19;2;1;37;37;9;10;0;0;0;0;1;1;0;31;0;0;7;7;0;0.0;0;0;7;7;0;0.0;0;3;3;0;Dropout
1;42;1;9003;1;1;2;1;1;3;4;2;2;1;0;0;1;1;0;23;0;0;6;14;5;12.0;0;0;6;12;5;12.142857142857142;0;3;3;0;Enrolled
1;1;1;9773;1;1;1;1;1;37;5;9;1;0;0;0;1;1;1;19;0;0;6;8;6;11.833333333333334;0;0;6;11;3;13.0;0;3;3;0;Graduate
1;18;3;9500;1;1;1;1;19;1;4;7;2;1;0;0;1;0;0;18;0;0;7;7;7;13.457142857142856;0;0;8;8;8;14.5125;0;3;0;2;Graduate
2;39;1;9853;1;1;0;1;37;37;9;9;0;0;0;1;0;0;0;32;0;0;6;6;0;0.0;0;0;5;10;0;0.0;0;1;2;2;Dropout
1;1;1;9085;1;1;1;1;2;2;6;6;2;0;0;0;1;0;0;18;0;0;6;11;5;12.285714285714286;0;0;6;19;3;14.0;1;2;1;3;Dropout
1;1;1;9130;1;1;2;1;40;19;2;9;2;1;0;0;1;0;0;18;0;0;6;8;5;14.4;0;0;6;11;4;14.6;0;0;2;3;Dropout
1;1;3;9130;1;1;3;1;37;37;90;90;3;0;0;0;1;0;0;19;0;0;5;7;5;14.714285714285714;0;0;5;5;5;15.8;0;0;3;2;Graduate
1;1;1;9119;1;1;2;1;37;37;9;9;2;1;0;0;1;1;0;18;0;0;5;7;4;10.0;0;0;5;8;1;16.0;0;1;2;2;Enrolled
1;51;1;9085;1;1;1;1;1;1;9;4;1;0;0;0;1;0;0;22;0;0;6;8;6;14.833333333333334;0;0;6;10;5;13.833333333333334;0;1;1;3;Graduate
2;39;1;9991;0;1;1;1;37;37;9;10;3;0;0;0;1;0;0;34;0;0;5;12;2;11.5;0;0;5;9;4;11.75;0;0;0;0;Enrolled
1;39;1;9500;1;1;1;1;3;3;2;2;2;0;0;0;0;1;0;36;0;0;6;15;2;11.5;0;0;7;9;0;0.0;0;3;3;0;Dropout
1;39;1;9003;1;1;2;1;1;37;191;193;2;0;0;0;1;1;0;27;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;1;1;3;Enrolled
1;1;5;9773;1;1;1;1;34;38;0;8;2;1;0;0;0;0;1;18;0;0;6;12;3;12.0;0;0;6;15;3;10.666666666666666;0;0;3;2;Dropout
1;1;1;171;1;1;1;1;37;37;9;3;1;1;0;0;1;0;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;Dropout
1;17;1;9670;1;1;1;1;37;38;3;3;1;0;0;1;1;1;0;19;0;0;6;7;6;13.166666666666666;0;0;6;9;5;13.2;0;0;2;3;Enrolled
1;1;4;9500;1;1;2;1;1;12;3;10;2;1;0;0;1;0;0;18;0;0;7;8;7;13.135;0;0;8;9;8;13.244444444444444;0;2;1;3;Graduate
1;43;1;9500;1;1;2;1;1;38;4;7;0;0;0;0;1;0;1;18;0;0;7;8;7;13.6375;0;0;8;8;8;14.3875;0;3;0;2;Graduate
1;1;1;9238;1;1;2;1;19;1;9;9;2;1;0;0;1;0;0;20;0;0;6;7;6;13.5;0;0;6;6;6;13.0;0;1;2;2;Graduate
1;51;1;8014;0;1;1;1;1;38;5;7;1;0;0;0;1;0;0;22;0;14;16;16;13;10.923076923076923;0;13;13;13;11;11.454545454545457;0;3;1;1;Graduate
2;39;2;9147;1;1;2;1;37;37;5;7;0;0;0;0;1;1;0;43;0;0;5;14;0;0.0;1;0;5;5;0;0.0;0;0;0;0;Dropout
1;1;1;9500;1;1;2;1;1;19;9;9;2;0;0;0;1;0;1;20;0;0;7;8;6;13.863333333333337;0;0;8;9;7;14.178571428571429;0;1;1;3;Graduate
1;17;1;9254;1;1;1;1;1;1;3;3;1;0;0;0;1;1;1;22;0;0;6;8;6;13.625;0;0;6;8;6;14.428571428571429;0;1;1;3;Graduate
1;7;1;9085;1;3;1;1;1;19;9;10;2;0;0;0;1;0;0;34;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;3;3;0;Dropout
1;43;1;9500;1;1;2;1;38;3;5;2;2;0;0;0;1;0;0;21;0;3;7;8;7;13.3875;0;2;8;8;8;15.9;0;3;0;2;Graduate
1;1;1;9147;1;1;1;1;3;19;1;4;1;0;0;0;1;0;0;19;0;0;5;6;5;13.4;0;0;5;6;5;13.0;0;3;1;1;Graduate
1;1;1;9238;1;1;0;1;38;38;7;7;0;1;0;0;1;0;0;20;0;0;6;7;6;12.0;0;0;6;7;6;13.0;0;2;1;3;Graduate
1;1;1;9070;1;1;1;1;4;39;2;2;2;1;0;0;1;0;0;18;0;1;6;10;6;11.714285714285714;1;0;6;15;6;10.375;0;3;0;2;Enrolled
1;1;1;9238;1;1;3;1;19;19;9;9;2;1;0;0;1;0;1;23;0;0;6;7;6;13.857142857142858;0;0;6;6;6;14.166666666666666;0;1;2;2;Graduate
1;17;1;9238;1;1;1;1;1;38;9;7;1;0;0;0;1;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;1;1;3;Dropout
1;1;1;9238;1;1;1;1;38;38;7;7;2;1;0;0;1;1;0;18;0;0;6;8;6;12.5;0;0;6;7;6;11.5;0;1;2;2;Graduate
1;7;2;9085;1;3;1;1;3;3;1;1;2;0;0;0;0;0;0;28;0;0;5;9;1;12.0;1;0;4;10;0;0.0;4;1;2;2;Dropout
5;39;1;9003;1;1;2;1;37;37;9;7;0;0;0;1;0;0;0;28;0;0;6;17;5;13.0;0;0;6;11;4;11.75;0;3;0;2;Dropout
1;7;1;9085;1;40;2;1;19;19;9;5;2;0;0;1;0;0;0;26;0;0;3;3;0;0.0;0;0;6;0;0;0.0;0;0;2;3;Dropout
1;1;2;9670;1;1;2;1;2;1;4;4;2;1;0;0;1;0;0;19;0;0;6;7;5;13.4;0;0;6;6;5;12.8;0;2;3;1;Graduate
1;39;1;9003;1;1;2;1;1;19;4;10;2;0;0;0;1;1;0;34;0;0;6;15;5;13.333333333333334;0;0;6;15;5;12.4;0;2;1;3;Graduate
1;17;2;9147;1;1;1;1;19;19;7;7;1;1;0;0;1;0;1;19;0;0;5;8;5;11.2;0;0;5;5;3;11.0;0;2;1;3;Graduate
4;43;1;9853;1;1;2;100;19;22;90;90;0;0;0;0;1;0;0;33;1;0;6;6;6;12.166666666666666;0;0;6;9;3;11.0;0;0;3;2;Dropout
1;1;1;9085;1;1;1;1;37;37;9;6;1;1;0;0;1;0;1;18;0;0;6;13;6;16.46153846153846;0;0;6;8;6;13.875;0;3;3;0;Graduate
1;42;1;9119;1;1;1;1;3;1;2;9;0;1;0;0;1;1;0;26;0;4;10;14;4;11.25;0;4;11;11;4;12.0;0;0;3;2;Dropout
1;17;1;171;1;1;2;1;37;37;9;1;2;1;0;0;1;0;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;3;3;0;Dropout
5;39;1;9147;1;1;3;1;1;1;4;8;2;0;0;1;0;0;0;24;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;3;0;2;Dropout
1;17;5;9070;1;1;1;1;19;38;5;7;1;0;0;1;0;0;0;21;0;0;6;6;4;13.0;0;0;6;8;4;11.6;0;1;2;2;Dropout
2;39;1;9991;0;19;2;1;38;38;7;8;1;0;0;0;1;1;0;39;0;0;5;9;0;0.0;0;0;5;5;1;10.0;0;2;3;1;Dropout
1;1;1;9085;1;1;2;1;1;2;9;1;2;1;0;0;1;0;0;19;0;0;5;7;5;14.2;2;0;5;7;5;13.8;0;2;3;1;Enrolled
1;17;1;9070;1;1;0;1;19;1;4;3;1;0;0;0;1;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;0;2;3;Dropout
4;39;1;9991;0;1;2;1;19;19;7;8;2;0;0;0;1;0;0;28;0;0;5;8;4;11.5;0;0;5;7;4;12.0;0;1;2;2;Enrolled
1;1;5;9773;1;1;1;1;3;3;2;2;1;0;0;1;1;0;0;18;0;0;6;6;4;12.75;0;0;5;5;0;0.0;0;2;3;1;Dropout
1;1;1;9070;1;1;1;1;37;37;3;3;2;1;0;0;1;0;0;20;0;0;6;6;6;12.166666666666666;0;0;6;7;5;13.8;0;2;3;1;Graduate
1;39;1;9991;0;1;0;1;37;37;9;9;2;0;0;0;1;1;0;24;0;0;5;10;0;0.0;0;0;5;7;1;12.0;0;1;2;2;Dropout
1;1;3;9773;1;1;2;1;1;38;4;7;2;1;0;0;1;0;0;18;0;0;6;6;6;12.666666666666666;0;0;6;7;6;12.571428571428571;0;1;2;2;Graduate
1;1;1;9500;1;1;3;1;1;1;5;5;3;1;0;0;1;1;0;18;0;0;7;7;7;16.142857142857142;0;0;8;9;0;0.0;0;3;1;1;Dropout
1;39;1;9500;1;1;0;1;3;1;2;5;1;1;0;0;1;0;0;34;0;0;8;11;7;11.705714285714285;0;0;8;11;7;11.705714285714285;0;1;2;2;Enrolled
